recipe_code,name_en,step_order,instruction_en,instruction_vi
smoky-lentil-chili-with-squash,Smoky Lentil Chili with Squash,12,Add a pinch of sea salt and vinegar (or lemon juice).,Thêm một nhúm muối biển và giấm (hoặc nước cốt chanh).
molasses-baked-beans,Molasses Baked Beans,1,Place the dried beans into a Dutch oven with 6 cups (1.5 L) of water. Soak overnight.,"Cho đậu đã phơi khô vào nồi gang (Dutch oven) với 6 cốc (1,5 L) nước. Ngâm qua đêm."
molasses-baked-beans,Molasses Baked Beans,2,"Drain and pour beans back into the pot with enough water to cover the beans by a couple of inches, cook for 30 minutes until they are tender but still firm. Drain beans, making sure to reserve cooking liquid, set aside.","Chắt nước và đổ đậu trở lại nồi, cho đủ nước để ngập đậu khoảng vài cm, nấu trong 30 phút cho đến khi đậu mềm nhưng vẫn còn săn. Chắt bỏ nước, nhớ giữ lại nước luộc đậu, để riêng."
molasses-baked-beans,Molasses Baked Beans,3,"Preheat the oven to 325 °F (160 °C). While the oven is preheating, cook pork over medium-high heat in the Dutch Oven until fat is rendered and pork is beginning to brown, then add the onion cooking until tender.","Làm nóng lò nướng ở 325 °F (160 °C). Trong khi lò đang nóng, xào thịt heo trên lửa vừa cao trong Nồi gang Hà Lan (Dutch Oven) cho đến khi mỡ chảy ra và thịt bắt đầu chuyển màu nâu, sau đó cho hành tây vào xào cho đến khi mềm."
molasses-baked-beans,Molasses Baked Beans,4,"Add the beans back to the pot, along with molasses, brown sugar, apple cider vinegar, ground mustard, salt and pepper and 3 cups (750 mL) of reserved bean water.","Cho đậu trở lại nồi, cùng với mật đường, đường nâu, giấm táo, mù tạt xay, muối và tiêu và 3 cốc (750 mL) nước đậu đã để dành."
molasses-baked-beans,Molasses Baked Beans,5,"Bake uncovered for 3 to 5 hours until the beans are tender, and the sauce has thickened, and the edges of the pot get sticky.","Nướng không đậy nắp trong 3 đến 5 giờ cho đến khi đậu mềm, nước sốt sánh lại, và các mép nồi dính."
molasses-baked-beans,Molasses Baked Beans,6,"(Note: if beans get dry, add another cup of water.)","(Lưu ý: nếu đậu bị khô, thêm một cốc nước nữa.)"
red-curry-chicken-kebabs,Red curry chicken kebabs,1,"step 1
Fire up the barbecue or heat a griddle pan to high.",Bước 1 Bật bếp nướng BBQ hoặc làm nóng chảo nướng ở lửa lớn.
red-curry-chicken-kebabs,Red curry chicken kebabs,2,"Tip chicken, curry paste and coconut milk into a bowl, then mix well until the chicken is evenly coated.","Cho thịt gà, sốt cà ri và nước cốt dừa vào tô, sau đó trộn đều cho đến khi thịt gà được phủ đều."
red-curry-chicken-kebabs,Red curry chicken kebabs,3,Thread vegetables and chicken onto skewers.,Xiên rau củ và gà vào xiên.
red-curry-chicken-kebabs,Red curry chicken kebabs,4,"Cook the skewers on the barbecue or griddle for 5-8 mins, turning every so often, until the chicken is cooked through and charred.","Nướng xiên trên bếp than hoặc vỉ nướng trong 5-8 phút, trở đều thường xuyên, cho đến khi thịt gà chín và xém vàng."
red-curry-chicken-kebabs,Red curry chicken kebabs,5,"Serve with herby rice, salad and a lime half to squeeze over..","Dùng với cơm thập cẩm, salad và nửa quả chanh để vắt lên trên."
algerian-bouzgene-berber-bread-with-roasted-pepper-sauce,Algerian Bouzgene Berber Bread with Roasted Pepper Sauce,1,"Preheat your oven's broiler. Place red bell peppers and tomatoes on a baking sheet, and roast under the broiler for about 8 minutes, turning occasionally. This should blacken the skin and help it peel off more easily. Cool, then scrape the skins off of the tomatoes and peppers, and place them in a large bowl. Remove cores and seeds from the bell peppers.","Bật lò nướng. Đặt ớt chuông đỏ và cà chua lên khay nướng, nướng khoảng 8 phút, thỉnh thoảng trở mặt. Vỏ sẽ cháy đen và dễ bóc hơn. Để nguội, sau đó cạo bỏ vỏ cà chua và ớt, cho vào tô lớn. Loại bỏ lõi và hạt ớt chuông."
algerian-bouzgene-berber-bread-with-roasted-pepper-sauce,Algerian Bouzgene Berber Bread with Roasted Pepper Sauce,2,"Heat 1 tablespoon of olive oil in a skillet over medium heat. Add the jalapenos and garlic, and cook until tender, stirring frequently. Remove from heat, and transfer the garlic and jalapeno to the bowl with the tomatoes and red peppers. Using two sharp steak knives (one in each hand), cut up the tomatoes and peppers to a coarse and soupy consistency. Stir, and set sauce aside.","Đun nóng 1 muỗng canh dầu ô liu trong chảo trên lửa vừa. Thêm ớt jalapeno và tỏi, nấu cho đến khi mềm, khuấy thường xuyên. Nhấc ra khỏi bếp, cho tỏi và ớt jalapeno vào tô cùng với cà chua và ớt chuông đỏ. Dùng hai con dao bít tết sắc (mỗi tay một con), cắt cà chua và ớt chuông thành hỗn hợp sệt và lỏng. Khuấy đều, để sốt sang một bên."
algerian-bouzgene-berber-bread-with-roasted-pepper-sauce,Algerian Bouzgene Berber Bread with Roasted Pepper Sauce,3,"Place the semolina in a large bowl, and stir in salt and 4 tablespoons of olive oil. Gradually add water while mixing and squeezing with your hand until the dough holds together without being sticky or dry, and molds easily with the hand. Divide into 6 pieces and form into balls.","Cho bột semolina vào tô lớn, khuấy đều với muối và 4 muỗng canh dầu ô liu. Từ từ thêm nước vào, vừa trộn vừa bóp bằng tay cho đến khi bột kết dính lại mà không bị dính hay khô, và dễ dàng tạo hình bằng tay. Chia bột thành 6 phần và vo tròn lại."
algerian-bouzgene-berber-bread-with-roasted-pepper-sauce,Algerian Bouzgene Berber Bread with Roasted Pepper Sauce,4,"For each round, heat 1 tablespoon of olive oil in a large heavy skillet over medium heat. Roll out dough one round at a time, to no thicker than 1/4 inch. Fry in the hot skillet until dark brown spots appear on the surface, and they are crispy. Remove from the skillet, and wrap in a clean towel while preparing the remaining flat breads.","Với mỗi cái, đun nóng 1 muỗng canh dầu ô liu trong chảo nặng lớn trên lửa vừa. Cán bột từng cái một, không dày quá 1/4 inch. Chiên trong chảo nóng cho đến khi xuất hiện các đốm nâu sẫm trên bề mặt và chúng trở nên giòn. Lấy ra khỏi chảo, và gói trong một chiếc khăn sạch trong khi chuẩn bị các phần bánh dẹt còn lại."
algerian-bouzgene-berber-bread-with-roasted-pepper-sauce,Algerian Bouzgene Berber Bread with Roasted Pepper Sauce,5,"To eat the bread and sauce, break off pieces of the bread, and scoop them into the sauce. It will slide off, but just keep reaching in!","Để ăn bánh mì với nước sốt, bẻ từng miếng bánh mì rồi chấm vào nước sốt. Bánh mì có thể trượt khỏi tay, nhưng cứ tiếp tục chấm nhé!"
polskie-nalesniki-polish-pancakes,Polskie Nalesniki (Polish Pancakes),1,"Add flour, eggs, milk, water, and salt in a large bowl then mix with a hand mixer until you have a smooth, lump-free batter.","Cho bột mì, trứng, sữa, nước và muối vào tô lớn, sau đó dùng máy đánh trứng cầm tay trộn đều cho đến khi hỗn hợp bột mịn, không còn vón cục."
polskie-nalesniki-polish-pancakes,Polskie Nalesniki (Polish Pancakes),2,"At this point, mix in the butter or the vegetable oil. Alternatively, you can use them to grease the pan before frying each pancake.","Tại thời điểm này, trộn bơ hoặc dầu thực vật vào. Ngoài ra, bạn có thể dùng chúng để phết mỡ lên chảo trước khi chiên từng cái bánh."
polskie-nalesniki-polish-pancakes,Polskie Nalesniki (Polish Pancakes),3,"Heat a non-stick pan over medium heat, then pour in the batter, swirling the pan to help it spread.","Làm nóng chảo chống dính ở lửa vừa, sau đó đổ bột vào, lắc chảo để bột trải đều."
polskie-nalesniki-polish-pancakes,Polskie Nalesniki (Polish Pancakes),4,"When the pancake starts pulling away a bit from the sides, and the top is no longer wet, flip it and cook shortly on the other side as well.","Khi bánh bắt đầu hơi tách ra khỏi thành chảo và mặt trên không còn ướt nữa, lật bánh và chiên sơ mặt còn lại."
polskie-nalesniki-polish-pancakes,Polskie Nalesniki (Polish Pancakes),5,Transfer to a plate. Cook the remaining batter until all used up.,Cho ra đĩa. Chiên phần bột còn lại cho đến khi hết.
polskie-nalesniki-polish-pancakes,Polskie Nalesniki (Polish Pancakes),6,"Serve warm, with the filling of your choice.","Dùng nóng, với nhân tùy thích."
chickpea-fajitas,Chickpea Fajitas,1,"Heat oven to 200C/180C fan/gas 6 and line a baking tray with foil. Drain the chickpeas, pat dry and tip onto the prepared baking tray. Add the oil and paprika, toss to coat, then roast for 20-25 mins until browned and crisp, shaking halfway through cooking.","Làm nóng lò nướng đến 200C/180C quạt/gas 6 và lót giấy bạc vào khay nướng. Chắt nước đậu gà, lau khô và cho lên khay nướng đã chuẩn bị. Thêm dầu và ớt bột paprika, trộn đều, sau đó nướng trong 20-25 phút cho đến khi vàng và giòn, lắc nửa chừng khi nướng."
chickpea-fajitas,Chickpea Fajitas,2,"Meanwhile, put the tomatoes and onion in a small bowl with the vinegar and set aside to pickle. Put the avocado in another bowl and mash with a fork, leaving some larger chunks. Stir in the lime juice and season well. Mix the soured cream with the harissa and set aside until ready to serve.","Trong lúc đó, cho cà chua và hành tây vào tô nhỏ cùng với giấm và để riêng để ngâm chua. Cho bơ vào tô khác và nghiền bằng nĩa, để lại một số miếng lớn hơn. Khuấy nước cốt chanh vào và nêm gia vị vừa ăn. Trộn kem chua với harissa và để riêng cho đến khi sẵn sàng phục vụ."
chickpea-fajitas,Chickpea Fajitas,3,"Heat a griddle pan until nearly smoking. Add the tortillas , one at a time, charring each side until hot with griddle lines.","Làm nóng chảo nướng cho đến khi gần bốc khói. Cho bánh tortilla vào từng cái một, nướng mỗi mặt cho đến khi nóng và có các đường nướng."
chickpea-fajitas,Chickpea Fajitas,4,"Put everything on the table and build the fajitas : spread a little of the harissa cream over the tortilla, top with roasted chickpeas, guacamole, pickled salsa and coriander, if you like. Serve with the lime wedges for squeezing over.","Trình bày mọi thứ ra bàn và cuốn fajitas: phết một chút sốt harissa lên bánh tortilla, thêm đậu gà rang, guacamole, salsa dưa chua và ngò rí nếu thích. Dùng kèm với những lát chanh để vắt lên."
tom-yum-soup-with-prawns,Tom yum soup with prawns,1,"Pour 1.3 litres water into a large saucepan over a high heat. Add the onion, tomato, chilli, galangal, lemongrass, prawn heads and chicken stock cube. Stir and bring to a boil, then reduce the heat to medium and simmer for 20 mins until the liquid has reduced.","Đổ 1,3 lít nước vào nồi lớn, đun trên lửa lớn. Thêm hành tây, cà chua, ớt, riềng, sả, đầu tôm và viên súp gà vào. Khuấy đều và đun sôi, sau đó giảm lửa xuống trung bình và ninh nhỏ lửa trong 20 phút cho đến khi nước cạn bớt."
tom-yum-soup-with-prawns,Tom yum soup with prawns,2,"Carefully strain the hot broth into a large heatproof bowl or jug, then discard the prawn heads. Return the strained veg and herb mixture to the saucepan and pour over the broth. Stir through the mushrooms and lime leaves, then cook for 3 mins until the mushrooms are tender.","Cẩn thận lọc nước dùng nóng vào một tô hoặc ca lớn chịu nhiệt, sau đó bỏ đầu tôm đi. Cho hỗn hợp rau và thảo mộc đã lọc trở lại nồi, đổ nước dùng lên. Khuấy đều nấm và lá chanh vào, sau đó nấu trong 3 phút cho đến khi nấm mềm."
tom-yum-soup-with-prawns,Tom yum soup with prawns,3,"Add 1 tbsp sugar, the fish sauce, lime juice, coconut milk and prawns. Bring to the boil and cook until the prawns are cooked through, about 1-2 mins. Remove from the heat. Remove the lemongrass, then stir in the Thai chilli jam, if using. Scatter over the coriander to finish, if you like, and serve.","Thêm 1 muỗng canh đường, nước mắm, nước cốt chanh, nước cốt dừa và tôm. Đun sôi và nấu cho đến khi tôm chín, khoảng 1-2 phút. Nhấc khỏi bếp. Vớt sả ra, sau đó khuấy mứt ớt Thái vào, nếu dùng. Rắc ngò rí lên trên để hoàn thành, nếu thích, và dùng."
bitterballen-dutch-meatballs,Bitterballen (Dutch meatballs),1,"Melt the butter in a skillet or pan. When melted, add the flour little by little and stir into a thick paste. Slowly stir in the stock, making sure the roux absorbs the liquid. Simmer for a couple of minutes on a low heat while you stir in the onion, parsley and the shredded meat. The mixture should thicken and turn into a heavy, thick sauce.","Đun chảy bơ trong chảo hoặc nồi. Khi bơ tan chảy, từ từ cho bột mì vào và khuấy thành hỗn hợp sệt. Từ từ khuấy đều nước dùng, đảm bảo bột roux ngấm hết chất lỏng. Đun nhỏ lửa vài phút trong khi khuấy hành tây, mùi tây và thịt xé nhỏ vào. Hỗn hợp sẽ đặc lại và chuyển thành nước sốt đậm đặc."
bitterballen-dutch-meatballs,Bitterballen (Dutch meatballs),2,"Pour the mixture into a shallow container, cover and refrigerate for several hours, or until the sauce has solidified.","Đổ hỗn hợp vào một hộp cạn, đậy nắp và cho vào tủ lạnh trong vài giờ, hoặc cho đến khi sốt đông lại."
bitterballen-dutch-meatballs,Bitterballen (Dutch meatballs),3,"Take a heaping tablespoon of the cold, thick sauce and quickly roll it into a small ball. Roll lightly through the flour, then the egg and finally the breadcrumbs. Make sure that the egg covers the whole surface of the bitterbal. When done, refrigerate the snacks while the oil in your fryer heats up to 190C (375F). Fry four bitterballen at a time, until golden.","Dùng một thìa canh đầy xốt nguội, đặc và nhanh chóng vo thành viên nhỏ. Lăn nhẹ qua bột, rồi đến trứng và cuối cùng là bột chiên xù. Đảm bảo trứng phủ kín toàn bộ bề mặt viên bitterbal. Khi hoàn tất, cho các món ăn nhẹ vào tủ lạnh trong khi dầu trong nồi chiên đang nóng lên đến 190°C (375°F). Chiên bốn viên bitterballen một lần, cho đến khi vàng."
bitterballen-dutch-meatballs,Bitterballen (Dutch meatballs),4,Serve on a plate with a nice grainy or spicy mustard.,Dùng kèm với mù tạt hạt hoặc mù tạt cay trên đĩa.
sushi,Sushi,1,"TO MAKE SUSHI ROLLS: Pat out some rice. Lay a nori sheet on the mat, shiny-side down. Dip your hands in the vinegared water, then pat handfuls of rice on top in a 1cm thick layer, leaving the furthest edge from you clear.","ĐỂ LÀM CƠM CUỘN SUSHI: Vỗ nhẹ cho cơm dẹt ra. Đặt tấm rong biển nori lên thảm, mặt bóng úp xuống. Nhúng tay vào nước giấm, sau đó vỗ nhẹ từng nắm cơm lên trên thành lớp dày 1cm, chừa lại mép xa nhất không có cơm."
sushi,Sushi,2,Spread over some Japanese mayonnaise. Use a spoon to spread out a thin layer of mayonnaise down the middle of the rice.,Phết sốt mayonnaise Nhật Bản lên trên. Dùng muỗng phết một lớp sốt mayonnaise mỏng dọc giữa phần cơm.
sushi,Sushi,3,Add the filling. Get your child to top the mayonnaise with a line of their favourite fillings – here we’ve used tuna and cucumber.,Thêm nhân. Nhờ con bạn cho nhân yêu thích của chúng lên lớp mayonnaise – ở đây chúng tôi dùng cá ngừ và dưa chuột.
sushi,Sushi,4,"Roll it up. Lift the edge of the mat over the rice, applying a little pressure to keep everything in a tight roll.","Cuộn nó lại. Nhấc mép chiếu lên trên cơm, dùng một chút lực để giữ mọi thứ trong một cuộn chặt."
sushi,Sushi,5,"Stick down the sides like a stamp. When you get to the edge without any rice, brush with a little water and continue to roll into a tight roll.","Dán các mép lại như dán tem. Khi đến mép không có cơm, phết một chút nước và tiếp tục cuộn thật chặt tay."
sushi,Sushi,6,"Wrap in cling film. Remove the mat and roll tightly in cling film before a grown-up cuts the sushi into thick slices, then unravel the cling film.","Bọc lại bằng màng bọc thực phẩm. Lấy chiếu trúc ra và cuộn chặt bằng màng bọc thực phẩm trước khi người lớn cắt sushi thành lát dày, sau đó gỡ màng bọc thực phẩm ra."
sushi,Sushi,7,"TO MAKE PRESSED SUSHI: Layer over some smoked salmon. Line a loaf tin with cling film, then place a thin layer of smoked salmon inside on top of the cling film.","LÀM SUSHI ÉP: Xếp một lớp cá hồi xông khói lên trên. Lót khuôn bánh mì bằng màng bọc thực phẩm, sau đó đặt một lớp cá hồi xông khói mỏng vào bên trong, lên trên màng bọc."
sushi,Sushi,8,"Cover with rice and press down. Press about 3cm of rice over the fish, fold the cling film over and press down as much as you can, using another tin if you have one.","Đổ cơm lên và nén xuống. Nén khoảng 3cm cơm lên cá, gập màng bọc thực phẩm lại và nén xuống càng chặt càng tốt, dùng thêm một chiếc hộp thiếc khác nếu có."
sushi,Sushi,9,"Tip it out like a sandcastle. Turn block of sushi onto a chopping board. Get a grown-up to cut into fingers, then remove the cling film.","Đổ ra như lâu đài cát. Đặt khối sushi lên thớt. Nhờ người lớn cắt thành các ngón, sau đó loại bỏ màng bọc thực phẩm."
sushi,Sushi,10,"TO MAKE SUSHI BALLS: Choose your topping. Get a small square of cling film and place a topping, like half a prawn or a small piece of smoked salmon, on it. Use damp hands to roll walnut-sized balls of rice and place on the topping.","LÀM SUSHI VIÊN: Chọn nhân. Lấy một miếng màng bọc thực phẩm nhỏ, đặt một loại nhân, chẳng hạn như nửa con tôm hoặc một miếng cá hồi xông khói nhỏ, lên đó. Dùng tay ẩm vo cơm thành viên cỡ quả óc chó và đặt lên trên phần nhân."
sushi,Sushi,11,"Make into tight balls. Bring the corners of the cling film together and tighten into balls by twisting it up, then unwrap and serve.","Vo thành viên chặt. Gom các góc của màng bọc thực phẩm lại và siết chặt thành viên bằng cách xoắn lên, sau đó mở ra và dùng."
lamb-tagine,Lamb Tagine,1,Heat the olive oil in a heavy-based pan and add the onion and carrot. Cook for 3- 4 mins until softened.,"Đun nóng dầu ô liu trong chảo đáy dày, thêm hành tây và cà rốt vào. Nấu trong 3-4 phút cho đến khi mềm."
lamb-tagine,Lamb Tagine,2,Add the diced lamb and brown all over. Stir in the garlic and all the spices and cook for a few mins more or until the aromas are released.,"Thêm thịt cừu đã thái hạt lựu vào và xào cho thịt vàng đều. Cho tỏi và tất cả các loại gia vị vào, xào thêm vài phút hoặc cho đến khi dậy mùi thơm."
lamb-tagine,Lamb Tagine,3,"Add the honey and apricots, crumble in the stock cube and pour over roughly 500ml boiling water or enough to cover the meat. Give it a good stir and bring to the boil. Turn down to a simmer, put the lid on and cook for 1 hour.","Thêm mật ong và mơ khô, bóp vụn viên súp cô đặc và đổ khoảng 500ml nước sôi hoặc đủ để ngập thịt. Khuấy đều và đun sôi. Vặn nhỏ lửa xuống mức liu riu, đậy nắp và nấu trong 1 giờ."
lamb-tagine,Lamb Tagine,4,"Remove the lid and cook for a further 30 mins, then stir in the squash. Cook for 20 – 30 mins more until the squash is soft and the lamb is tender. Serve alongside rice or couscous and sprinkle with parsley and pine nuts, if using.","Tháo nắp và nấu thêm 30 phút nữa, sau đó cho bí đỏ vào khuấy đều. Nấu thêm 20 – 30 phút nữa cho đến khi bí mềm và thịt cừu mềm. Dùng với cơm hoặc couscous, rắc thêm ngò tây và hạt thông (nếu dùng)."
tunisian-orange-cake,Tunisian Orange Cake,1,Preheat oven to 190 C / Gas 5. Grease a 23cm round springform tin.,Làm nóng lò nướng đến 190 C / Gas 5. Quét dầu mỡ khuôn lò xo tròn 23cm.
tunisian-orange-cake,Tunisian Orange Cake,2,Cut off the hard bits from the top and bottom of the orange. Slice the orange and remove all seeds. Puree the orange with its peel in a food processor. Add one third of the sugar and the olive oil and continue to mix until well combined.,Cắt bỏ phần cứng ở đầu và đuôi cam. Cắt cam thành lát và loại bỏ hết hạt. Nghiền nhuyễn cam cùng với vỏ trong máy xay thực phẩm. Thêm một phần ba lượng đường và dầu ô liu vào và tiếp tục trộn cho đến khi hỗn hợp hòa quyện.
tunisian-orange-cake,Tunisian Orange Cake,3,Sieve together flour and baking powder.,Rây bột mì và bột nở chung với nhau.
tunisian-orange-cake,Tunisian Orange Cake,4,"Beat the eggs and the remaining sugar with an electric hand mixer for at least five minutes until very fluffy. Fold in half of the flour mixture, then the orange and the vanilla, then fold in the remaining flour. Mix well but not for too long.","Đánh trứng và phần đường còn lại bằng máy đánh trứng cầm tay trong ít nhất năm phút cho đến khi bông xốp. Trộn đều một nửa hỗn hợp bột, sau đó đến cam và vani, rồi trộn đều phần bột còn lại. Trộn kỹ nhưng không quá lâu."
tunisian-orange-cake,Tunisian Orange Cake,5,Pour cake mixture into prepared tin and smooth out. Bake in preheated oven for 20 minutes. Reduce the oven temperature to 160 C / Gas 2 and bake again for 30 minutes Bake until the cake is golden brown and a skewer comes out clean. Cool on a wire cake rack.,Đổ hỗn hợp bánh vào khuôn đã chuẩn bị và làm phẳng. Nướng trong lò đã làm nóng trước khoảng 20 phút. Giảm nhiệt độ lò xuống 160°C / Gas 2 và nướng tiếp 30 phút. Nướng cho đến khi bánh vàng nâu và xiên thử bánh rút ra sạch. Để nguội trên giá lưới.
rosemary-braised-red-cabbage-with-kabanos,Rosemary braised red cabbage with kabanos,1,"Halve the cabbage, remove the tough stem and thinly slice. Place in a large pan with all the other ingredients apart from the sausages, then mix in 300ml water and some salt and pepper.","Cắt đôi bắp cải, loại bỏ cuống cứng và thái lát mỏng. Cho vào chảo lớn cùng với tất cả các nguyên liệu khác trừ xúc xích, sau đó trộn với 300ml nước cùng một chút muối và tiêu."
rosemary-braised-red-cabbage-with-kabanos,Rosemary braised red cabbage with kabanos,2,"Bring to a simmer, then reduce the heat, cover with a well-fitting lid and gently cook for 1½ hrs, stirring frequently. If too dry, you can add a little more water.","Đun cho sôi lăn tăn, sau đó giảm lửa, đậy nắp thật kín và nấu liu riu trong 1,5 tiếng, khuấy thường xuyên. Nếu quá khô, có thể thêm chút nước."
rosemary-braised-red-cabbage-with-kabanos,Rosemary braised red cabbage with kabanos,3,"Add the kabanos to the cabbage mixture, place a lid on the pan and gently simmer for 20 mins. Remove the lid and cook for a further 10 mins. Serve alongside some simple mash or boiled potatoes.","Thêm kabanos vào hỗn hợp bắp cải, đậy nắp nồi và om nhẹ trong 20 phút. Mở nắp và nấu thêm 10 phút nữa. Dùng kèm với khoai tây nghiền đơn giản hoặc khoai tây luộc."
ma-po-tofu,Ma Po Tofu,1,Add a small pinch of salt and sesame oil to minced beef. Mix well and set aside.,Thêm một nhúm nhỏ muối và dầu mè vào thịt bò băm. Trộn đều và để riêng.
ma-po-tofu,Ma Po Tofu,2,Mix 1 tablespoon of cornstarch with 2 and ½ tablespoons of water in a small bowl to make water starch.,Hòa 1 muỗng canh bột bắp với 2 muỗng rưỡi canh nước trong một chén nhỏ để làm bột năng pha nước.
ma-po-tofu,Ma Po Tofu,3,Cut tofu into square cubes (around 2cms). Bring a large amount of water to a boil and then add a pinch of salt. Slide the tofu in and cook for 1 minute. Move out and drain.,Cắt đậu hũ thành khối vuông (khoảng 2cm). Đun sôi một lượng lớn nước rồi thêm một chút muối. Cho đậu hũ vào và nấu trong 1 phút. Vớt ra và để ráo nước.
ma-po-tofu,Ma Po Tofu,4,"Get a wok and heat up around 2 tablespoons of oil, fry the minced meat until crispy. Transfer out beef out and leave the oil in.","Bắc chảo/wok lên bếp, cho khoảng 2 muỗng canh dầu ăn vào đun nóng, chiên thịt băm đến khi giòn. Gắp thịt bò ra, giữ lại dầu ăn trong chảo."
ma-po-tofu,Ma Po Tofu,5,"Fry doubanjiang for 1 minute over slow fire and then add garlic, scallion white, ginger and fermented black beans to cook for 30 seconds until aroma. Then mix pepper flakes in.","Chiên đậu bản tương trong 1 phút với lửa nhỏ, sau đó thêm tỏi, phần trắng hành lá, gừng và đậu đen lên men vào nấu trong 30 giây cho thơm. Sau đó trộn ớt mảnh vào."
ma-po-tofu,Ma Po Tofu,6,Add water to the seasonings and bring to boil over high fire. Gently slide the tofu cubes. Add light soy sauce and beef.Slow the heat after boiling and then simmer for 6-8 minutes. Then add chopped garlic greens.,Cho nước vào gia vị và đun sôi trên lửa lớn. Nhẹ nhàng cho đậu hũ vào. Cho nước tương và thịt bò vào. Giảm lửa sau khi sôi và hầm khoảng 6-8 phút. Sau đó cho hành lá tỏi băm nhỏ vào.
ma-po-tofu,Ma Po Tofu,7,"Stir the water starch and then pour half of the mixture to the simmering pot. Wait for around 30 seconds and then pour the other half. You can slightly taste the tofu and add pinch of salt if not salty enough. By the way, if you feel it is too spicy, add some sugar can milder the taste. But be carefully as the broth is very hot at this point.","Khuấy đều bột năng với nước rồi đổ một nửa hỗn hợp vào nồi đang sôi. Đợi khoảng 30 giây rồi đổ nửa còn lại vào. Bạn có thể nếm thử đậu phụ một chút và thêm một nhúm muối nếu chưa đủ mặn. Nhân tiện, nếu bạn cảm thấy quá cay, thêm một chút đường có thể làm dịu bớt vị. Nhưng hãy cẩn thận vì nước dùng lúc này rất nóng."
ma-po-tofu,Ma Po Tofu,8,Transfer out when almost all the seasonings stick to tofu cubes. Sprinkle Szechuan peppercorn powder (to taste)and chopped garlic greens if using.,Múc ra khi gần như tất cả gia vị đã bám vào đậu hũ. Rắc bột tiêu Tứ Xuyên (tùy khẩu vị) và hành lá cắt nhỏ nếu dùng.
ma-po-tofu,Ma Po Tofu,9,Serve immediately with steamed rice.,Dùng ngay với cơm nóng.
fish-fofos,Fish fofos,1,Put the fish into a lidded pan and pour over enough water to cover. Bring to a simmer and gently poach for 10 minutes over a low heat with the lid on. Drain and flake the fish.,"Cho cá vào nồi có nắp đậy, đổ nước vừa ngập. Đun nhỏ lửa và nhẹ nhàng luộc trong 10 phút với lửa nhỏ, đậy nắp. Vớt ra để ráo nước và xé nhỏ cá."
fish-fofos,Fish fofos,2,"Put the fish, potato, green chilli, coriander, cumin, black pepper, garlic and ginger in a large bowl. Season, add the rice flour, mix well and break in 1 egg. Stir the mixture and divide into 15, then form into small logs. Break the remaining eggs into a bowl and whisk lightly. Put the breadcrumbs into another bowl. Dip each fofo in the beaten egg followed by the breadcrumb mixture. Chill for 20 minutes.","Cho cá, khoai tây, ớt xanh, ngò rí, thì là, tiêu đen, tỏi và gừng vào tô lớn. Nêm gia vị, cho bột gạo vào, trộn đều và đập 1 quả trứng vào. Khuấy đều hỗn hợp và chia thành 15 phần, sau đó tạo thành các khúc nhỏ. Đập phần trứng còn lại vào tô và đánh nhẹ. Cho bột chiên xù vào một tô khác. Nhúng từng fofo vào trứng đánh tan rồi đến hỗn hợp bột chiên xù. Làm lạnh trong 20 phút."
fish-fofos,Fish fofos,3,"Heat 1cm of oil in a large frying pan over a medium heat. Fry the fofos in batches for 2 minutes on each side, turning gently to get an even golden brown colour all over. Drain on kitchen paper and repeat with the remaining fofos.","Đun nóng 1cm dầu trong chảo lớn trên lửa vừa. Chiên fofos từng mẻ, mỗi mặt 2 phút, trở nhẹ để có màu vàng nâu đều khắp. Vớt ra để ráo dầu trên giấy thấm và lặp lại với số fofos còn lại."
fish-fofos,Fish fofos,4,"For the onion salad, mix together the onion, coriander and lemon juice with a pinch of salt. Serve with the fofos and mango chutney.","Đối với món salad hành tây, trộn hành tây, ngò rí và nước cốt chanh với một nhúm muối. Dùng với món fofos và tương xoài."
christmas-pudding-trifle,Christmas Pudding Trifle,1,"Peel the oranges using a sharp knife, ensuring all the pith is removed. Slice as thinly as possible and arrange over a dinner plate. Sprinkle with the demerara sugar followed by the Grand Marnier and set aside.","Gọt vỏ cam bằng dao sắc, đảm bảo loại bỏ hết phần cùi trắng. Cắt lát mỏng nhất có thể và xếp ra đĩa. Rắc đường demerara lên, sau đó rưới Grand Marnier và để riêng."
christmas-pudding-trifle,Christmas Pudding Trifle,2,Crumble the Christmas pudding into large pieces and scatter over the bottom of a trifle bowl. Lift the oranges onto the pudding in a layer and pour over any juices.,"Bóp vụn bánh pudding Giáng Sinh thành các miếng lớn rồi rải đều xuống đáy tô trifle. Xếp cam lên bánh pudding thành một lớp, sau đó đổ phần nước cam (nếu có) lên trên."
christmas-pudding-trifle,Christmas Pudding Trifle,3,"Beat the mascarpone until smooth, then stir in the custard. Spoon the mixture over the top of the oranges.","Đánh mascarpone cho đến khi mịn, sau đó khuấy đều với phần kem sữa. Múc hỗn hợp đổ lên trên những lát cam."
christmas-pudding-trifle,Christmas Pudding Trifle,4,"Lightly whip the cream and spoon over the custard. Sprinkle with the flaked almonds and grated chocolate. You can make this a day in advance if you like, chill until ready to serve.","Đánh kem nhẹ rồi dùng muỗng múc lên trên lớp sữa trứng. Rắc hạnh nhân lát và sô-cô-la bào lên. Bạn có thể làm món này trước một ngày nếu muốn, làm lạnh cho đến khi sẵn sàng dùng."
