exercise_slug,language_code,step_order,instruction
Side_Lying_Groin_Stretch,en,3,"Pull your left knee in toward your left shoulder and simultaneously press your foot or knee down to the floor. To intensify this stretch, straighten your left leg. Switch sides."
Side_Lying_Groin_Stretch,vi,3,"Kéo đầu gối trái về phía vai trái, đồng thời ấn bàn chân hoặc đầu gối xuống sàn. Để tăng cường độ căng, duỗi thẳng chân trái. Đổi bên."
Side_Neck_Stretch,en,1,"Start with your shoulders relaxed, gently tilt your head towards your shoulder."
Side_Neck_Stretch,vi,1,"Bắt đầu với vai thả lỏng, nghiêng đầu nhẹ nhàng về phía vai."
Side_Neck_Stretch,en,2,Assist stretch with a gentle pull on the side of the head.
Side_Neck_Stretch,vi,2,Hỗ trợ kéo giãn bằng cách kéo nhẹ bên đầu.
Side_Standing_Long_Jump,en,1,"Begin standing with your feet hip width apart in an athletic stance. Your head and chest should be up, knees and hips slightly bent. This will be your starting position."
Side_Standing_Long_Jump,vi,1,"Bắt đầu đứng, hai chân rộng bằng hông, ở tư thế thể thao. Giữ đầu và ngực thẳng, gối và hông hơi cong. Đây là tư thế bắt đầu."
Side_Standing_Long_Jump,en,2,"Leaning to your right, extend through your hips, knees, and ankles to jump into the air. Block with the arms to lead the movement, jumping as far to your right as you can."
Side_Standing_Long_Jump,vi,2,"Nghiêng sang phải, duỗi thẳng hông, đầu gối và mắt cá chân để nhảy lên. Dùng tay dẫn hướng, nhảy xa nhất có thể sang phải."
Side_Standing_Long_Jump,en,3,"Land facing the same direction with your feet hip width apart, absorbing the impact through your lower body."
Side_Standing_Long_Jump,vi,3,"Tiếp đất cùng hướng, hai chân rộng bằng hông, giảm chấn động bằng thân dưới."
Side_To_Side_Chins,en,1,Grab the pull-up bar with the palms facing forward using a wide grip.
Side_To_Side_Chins,vi,1,"Nắm xà đơn với lòng bàn tay hướng ra trước, sử dụng độ rộng tay rộng."
Side_To_Side_Chins,en,2,"As you have both arms extended in front of you holding the bar at a wide grip, bring your torso back around 30 degrees or so while creating a curvature on your lower back and sticking your chest out. This is your starting position."
Side_To_Side_Chins,vi,2,"Khi hai tay duỗi thẳng phía trước, nắm thanh tạ rộng, ngả thân trên khoảng 30 độ, đồng thời cong nhẹ lưng dưới và ưỡn ngực ra. Đây là vị trí bắt đầu."
Side_To_Side_Chins,en,3,Pull your torso up while leaning to the left hand side until the bar almost touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space (no swinging) and only the arms should move. The forearms should do no other work other than hold the bar.
Side_To_Side_Chins,vi,3,Kéo thân người lên đồng thời nghiêng sang trái cho đến khi thanh tạ gần chạm ngực trên bằng cách kéo vai và cánh tay trên xuống và ra sau. Thở ra khi thực hiện phần này của động tác. Mẹo: Tập trung siết cơ lưng khi đạt vị trí co cơ tối đa. Thân người trên nên giữ cố định (không đu đưa) và chỉ cánh tay di chuyển. Cẳng tay chỉ có tác dụng giữ thanh tạ.
Side_To_Side_Chins,en,4,"After a second of contraction, inhale as you go back to the starting position."
Side_To_Side_Chins,vi,4,"Sau một giây co cơ, hít vào khi về vị trí ban đầu."
Side_To_Side_Chins,en,5,"Now, pull your torso up while leaning to the right hand side until the bar almost touches your upper chest by drawing the shoulders and the upper arms down and back. Exhale as you perform this portion of the movement. Tip: Concentrate on squeezing the back muscles once you reach the full contracted position. The upper torso should remain stationary as it moves through space and only the arms should move. The forearms should do no other work other than hold the bar."
Side_To_Side_Chins,vi,5,"Kéo thân người lên và nghiêng sang phải cho đến khi thanh tạ gần chạm ngực trên bằng cách kéo vai và cánh tay trên xuống và ra sau. Thở ra khi thực hiện phần này. Lưu ý: Tập trung siết cơ lưng ở vị trí co cơ tối đa. Thân trên phải giữ cố định, chỉ cánh tay cử động. Cẳng tay chỉ giữ tạ."
Side_To_Side_Chins,en,6,"After a second of contraction, inhale as you go back to the starting position."
Side_To_Side_Chins,vi,6,"Sau một giây siết cơ, hít vào và trở về vị trí ban đầu."
Side_To_Side_Chins,en,7,Repeat steps 3-6 until you have performed the prescribed amount of repetitions for each side.
Side_To_Side_Chins,vi,7,Lặp lại các bước 3-6 cho đến khi bạn hoàn thành số lần lặp lại được chỉ định cho mỗi bên.
Side_Wrist_Pull,en,1,This stretch works best standing. Cross your left arm over the midline of your body and hold the left wrist in your right hand down at the level of your hips. Start the stretch with a bent left arm.
Side_Wrist_Pull,vi,1,Động tác căng cơ này thực hiện tốt nhất khi đứng. Đưa cánh tay trái vắt ngang qua đường giữa cơ thể và giữ cổ tay trái bằng tay phải ở ngang hông. Bắt đầu căng cơ với cánh tay trái hơi cong.
Side_Wrist_Pull,en,2,"Slowly straighten, pull, and lift it up to shoulder height, as pictured. Feel this stretch originate in your back, not your shoulders, and don't pull too hard on the shoulders joint. Switch sides."
Side_Wrist_Pull,vi,2,"Từ từ duỗi thẳng, kéo, và nâng lên ngang vai, như hình. Cảm nhận độ căng ở lưng, không phải vai, và đừng kéo mạnh vào khớp vai. Đổi bên."
Side_to_Side_Box_Shuffle,en,1,Stand to one side of the box with your left foot resting on the middle of it.
Side_to_Side_Box_Shuffle,vi,1,Đứng một bên hộp với chân trái đặt ở giữa.
Side_to_Side_Box_Shuffle,en,2,"To begin, jump up and over to the other side of the box, landing with your right foot on top of the box and your left foot on the floor. Swing your arms to aid your movement."
Side_to_Side_Box_Shuffle,vi,2,"Nhảy qua hộp, chân phải tiếp đất trên hộp, chân trái dưới sàn. Đánh tay để hỗ trợ di chuyển."
Side_to_Side_Box_Shuffle,en,3,Continue shuffling back and forth across the box.
Side_to_Side_Box_Shuffle,vi,3,Tiếp tục di chuyển qua lại trong phạm vi hộp.
Single-Arm_Cable_Crossover,en,1,"Begin by moving the pulleys to the high position, select the resistance to be used, and take a handle in each hand."
Single-Arm_Cable_Crossover,vi,1,"Bắt đầu bằng cách di chuyển ròng rọc lên vị trí cao, chọn mức tạ và cầm một tay cầm vào mỗi tay."
Single-Arm_Cable_Crossover,en,2,"Step forward in front of both pulleys with your arms extended in front of you, bringing your hands together. Your head and chest should be up as you lean forward, while your feet should be staggered. This will be your starting position."
Single-Arm_Cable_Crossover,vi,2,"Bước về phía trước, đứng đối diện hai ròng rọc, hai tay duỗi thẳng phía trước, chắp tay lại. Đầu và ngực giữ thẳng khi bạn nghiêng người về phía trước, hai chân đứng so le. Đây là tư thế bắt đầu."
Single-Arm_Cable_Crossover,en,3,"Keeping your left arm in place, allow your right arm to extend out to the side, maintaining a slight bend at the elbow. The right arm should be perpendicular to the body at approximately shoulder level."
Single-Arm_Cable_Crossover,vi,3,"Giữ nguyên tay trái, duỗi tay phải sang ngang, khuỷu tay hơi cong. Tay phải vuông góc với thân người, ngang vai."
Single-Arm_Cable_Crossover,en,4,Return your arm back to the starting position by pulling your hand back to the midline of the body.
Single-Arm_Cable_Crossover,vi,4,Đưa tay về vị trí bắt đầu bằng cách khép tay về đường giữa cơ thể.
Single-Arm_Cable_Crossover,en,5,Hold for a second at the starting position and repeat the movement on the opposite side. Continue alternating back and forth for the prescribed number of repetitions.
Single-Arm_Cable_Crossover,vi,5,Giữ một giây ở vị trí bắt đầu và lặp lại động tác ở phía đối diện. Tiếp tục luân phiên theo số lần lặp lại được chỉ định.
Single-Arm_Linear_Jammer,en,1,Position a bar into a landmine or securely anchor it in a corner. Load the bar to an appropriate weight.
Single-Arm_Linear_Jammer,vi,1,Đặt thanh tạ vào trụ landmine hoặc cố định vào góc. Lắp trọng lượng phù hợp.
Single-Arm_Linear_Jammer,en,2,"Raise the bar from the floor, taking it to your shoulders with one or both hands. Adopt a wide stance. This will be your starting position."
Single-Arm_Linear_Jammer,vi,2,Nâng tạ từ sàn lên vai bằng một hoặc hai tay. Đứng với tư thế rộng. Đây là vị trí bắt đầu.
Single-Arm_Linear_Jammer,en,3,"Perform the movement by extending the elbow, pressing the weight up. Move explosively, extending the hips and knees fully to produce maximal force."
Single-Arm_Linear_Jammer,vi,3,"Thực hiện động tác bằng cách duỗi khuỷu tay, đẩy tạ lên. Di chuyển bùng nổ, duỗi hông và đầu gối hoàn toàn để tạo ra lực tối đa."
Single-Arm_Linear_Jammer,en,4,Return to the starting position.
Single-Arm_Linear_Jammer,vi,4,Về lại vị trí ban đầu.
Single-Arm_Push-Up,en,1,"Begin laying prone on the ground. Move yourself into a position supporting your weight on your toes and one arm. Your working arm should be placed directly under the shoulder, fully extended. Your legs should be extended, and for this movement you may need a wider base, placing your feet further apart than in a normal push-up."
Single-Arm_Push-Up,vi,1,"Bắt đầu nằm sấp. Chống người bằng mũi chân và một tay. Tay làm việc đặt thẳng dưới vai, duỗi thẳng. Chân duỗi thẳng, có thể cần đặt rộng hơn tư thế hít đất thông thường."
Single-Arm_Push-Up,en,2,"Maintain good posture, and place your free hand behind your back. This will be your starting position."
Single-Arm_Push-Up,vi,2,"Duy trì tư thế tốt, đặt tay không tập ra sau lưng. Đây là vị trí bắt đầu của bạn."
Single-Arm_Push-Up,en,3,Lower yourself by allowing the elbow to flex until you touch the ground.
Single-Arm_Push-Up,vi,3,Hạ thân người xuống bằng cách gập khuỷu tay cho đến khi chạm đất.
Single-Arm_Push-Up,en,4,"Descend slowly, and reverse direction be extending the arm to return to the starting position."
Single-Arm_Push-Up,vi,4,"Hạ xuống chậm, và đảo ngược hướng bằng cách duỗi cánh tay để về vị trí ban đầu."
Single-Cone_Sprint_Drill,en,1,This drill teaches quick foot action. You need a single cone. Begin standing next to the cone with one arm back and one arm forward.
Single-Cone_Sprint_Drill,vi,1,"Bài tập này giúp tăng tốc độ chân. Chuẩn bị một chóp nón. Đứng cạnh chóp nón, một tay đưa ra sau, một tay đưa ra trước."
Single-Cone_Sprint_Drill,en,2,"Chop the feet as quickly as possible, blocking with the arms. Circle the cone, keep your knees up, with violent foot action."
Single-Cone_Sprint_Drill,vi,2,"Chặt chân nhanh nhất có thể, thủ tay. Chạy vòng quanh chóp, nâng cao gối, đạp chân mạnh."
Single-Cone_Sprint_Drill,en,3,Rest after three trips around the cone.
Single-Cone_Sprint_Drill,vi,3,Nghỉ sau ba vòng quanh chóp nón.
Single-Leg_High_Box_Squat,en,1,Position a box in a rack. Secure a band or rope in place above the box.
Single-Leg_High_Box_Squat,vi,1,Đặt hộp vào giá. Cố định dây đàn hồi hoặc dây thừng phía trên hộp.
Single-Leg_High_Box_Squat,en,2,"Standing in front of it, step onto the box to a full standing position, letting your other leg remain unsupported. Hold onto the band for balance"
Single-Leg_High_Box_Squat,vi,2,"Đứng trước bục, bước lên bục đến tư thế đứng thẳng, chân còn lại giữ lơ lửng. Giữ băng kháng lực để giữ thăng bằng."
Single-Leg_High_Box_Squat,en,3,. Continue stepping up and down on the same leg before switching to the opposite side.
Single-Leg_High_Box_Squat,vi,3,Tiếp tục bước lên xuống bằng một chân trước khi đổi sang chân đối diện.
Single-Leg_Hop_Progression,en,1,"Arrange a line of cones in front of you. Assume a relaxed standing position, balanced on one leg. Raise the knee of your opposite leg. This will be your starting position."
Single-Leg_Hop_Progression,vi,1,"Đặt hàng rào hình nón trước mặt. Đứng thoải mái, thăng bằng trên một chân. Nâng đầu gối chân đối diện. Đây là vị trí bắt đầu."
Single-Leg_Hop_Progression,en,2,"Hop forward, jumping and landing with the same leg over the cone."
Single-Leg_Hop_Progression,vi,2,"Nhảy lò cò về phía trước, nhảy và tiếp đất bằng một chân qua cọc/nón."
Single-Leg_Hop_Progression,en,3,Use a countermovement jump to hop from cone to cone.
Single-Leg_Hop_Progression,vi,3,Sử dụng nhảy bật chống đối để nhảy qua các nón.
Single-Leg_Hop_Progression,en,4,"At the end, turn around and go back on the other leg."
Single-Leg_Hop_Progression,vi,4,"Khi kết thúc, quay lại và tập chân còn lại."
Single-Leg_Lateral_Hop,en,1,"Stand to the side of a cone or hurdle. To get into the start position, stand on one leg with your knee slightly bent."
Single-Leg_Lateral_Hop,vi,1,"Đứng cạnh chướng ngại vật hoặc hình nón. Bắt đầu bằng cách đứng trên một chân, đầu gối hơi cong."
Single-Leg_Lateral_Hop,en,2,"To begin, execute a counterjump to hop sideways over the cone."
Single-Leg_Lateral_Hop,vi,2,Bắt đầu bằng cách thực hiện một cú counterjump để nhảy ngang qua nón.
Single-Leg_Lateral_Hop,en,3,"Land on your jumping leg, and immediately rebound out of it by jumping back to the start position."
Single-Leg_Lateral_Hop,vi,3,"Tiếp đất bằng chân bật nhảy, và bật nhảy ngay lập tức trở lại vị trí bắt đầu."
Single-Leg_Lateral_Hop,en,4,Continue hopping back and forth.
Single-Leg_Lateral_Hop,vi,4,Tiếp tục nhảy tiến lùi.
Single-Leg_Leg_Extension,en,1,Seat yourself in the machine and adjust it so that you are positioned properly. The pad should be against the lower part of the shin but not in contact with the ankle. Adjust the seat so that the pivot point is in line with your knee. Select a weight appropriate for your abilities.
Single-Leg_Leg_Extension,vi,1,Ngồi vào máy và điều chỉnh để định vị đúng. Đệm phải tựa vào phần dưới của ống chân nhưng không chạm vào mắt cá chân. Điều chỉnh ghế để điểm xoay thẳng hàng với đầu gối. Chọn trọng lượng phù hợp với khả năng của bạn.
Single-Leg_Leg_Extension,en,2,"Maintaining good posture, fully extend one leg, pausing at the top of the motion."
Single-Leg_Leg_Extension,vi,2,"Giữ thẳng lưng, duỗi thẳng một chân hoàn toàn, giữ lại ở điểm cao nhất."
Single-Leg_Leg_Extension,en,3,"Return to the starting position without letting the weight stop, keeping tension on the muscle."
Single-Leg_Leg_Extension,vi,3,"Trở lại vị trí ban đầu không dừng tạ, giữ căng cơ."
Single-Leg_Leg_Extension,en,4,Repeat for the desired number of repetitions.
Single-Leg_Leg_Extension,vi,4,Lặp lại theo số lần quy định.
Single-Leg_Stride_Jump,en,1,"Stand to the side of a box with your inside foot on top of it, close to the edge."
Single-Leg_Stride_Jump,vi,1,"Đứng bên cạnh hộp, đặt chân bên trong lên trên, sát mép."
Single-Leg_Stride_Jump,en,2,"Begin by swinging the arms upward as you push through the top leg, jumping upward as high as possible. Attempt to drive the opposite knee upward."
Single-Leg_Stride_Jump,vi,2,"Bắt đầu bằng cách vung tay lên đồng thời đẩy bằng chân trên, bật nhảy lên cao nhất có thể. Cố gắng nâng đầu gối đối diện lên."
Single-Leg_Stride_Jump,en,3,"Land in the same position that you started, using your inside leg to decelerate the impact."
Single-Leg_Stride_Jump,vi,3,"Tiếp đất ở vị trí ban đầu, dùng chân bên trong để giảm lực tác động."
Single_Dumbbell_Raise,en,1,"With a wide stance, hold a dumbell with both hands, grasping the head of the dumbbell instead of the handle. Your arms should be extended and hanging at the waist. This will be your starting position."
Single_Dumbbell_Raise,vi,1,"Đứng dang rộng chân, dùng hai tay nắm đầu tạ đơn (không nắm cán). Hai tay duỗi thẳng, tạ treo ngang eo. Đây là vị trí bắt đầu."
Single_Dumbbell_Raise,en,2,"Raise the weight until it is above shoulder level, keeping your arms extended. Your torso and hips should remain stationary throughout the movement."
Single_Dumbbell_Raise,vi,2,"Nâng tạ lên cao hơn vai, giữ cánh tay duỗi thẳng. Thân và hông giữ cố định trong suốt quá trình tập."
Single_Dumbbell_Raise,en,3,Return to the starting position and repeat for the recommended amount of repetitions.
Single_Dumbbell_Raise,vi,3,Trở về vị trí ban đầu và lặp lại theo số lần quy định.
Single_Leg_Butt_Kick,en,1,"Begin by standing on one leg, with the bent knee raised. This will be your start position."
Single_Leg_Butt_Kick,vi,1,"Đứng bằng một chân, đầu gối gập nâng lên. Đây là tư thế bắt đầu."
Single_Leg_Butt_Kick,en,2,"Using a countermovement jump, take off upward by extending the hip, knee, and ankle of the grounded leg."
Single_Leg_Butt_Kick,vi,2,"Sử dụng bật nhảy đối nghịch, đẩy người lên bằng cách duỗi hông, gối, và cổ chân của chân đang tiếp đất."
Single_Leg_Butt_Kick,en,3,Immediately flex the knee and attempt to touch your butt with the heel of your jumping leg.
Single_Leg_Butt_Kick,vi,3,Gập gối ngay lập tức và cố gắng chạm mông bằng gót chân của chân nhảy.
Single_Leg_Butt_Kick,en,4,Return the leg to a partially bent position underneath the hips and land. Your opposite leg should stay in relatively the same position throughout the drill.
Single_Leg_Butt_Kick,vi,4,Đưa chân về vị trí hơi cong dưới hông và tiếp đất. Chân còn lại giữ nguyên vị trí trong suốt bài tập.
Single_Leg_Glute_Bridge,en,1,Lay on the floor with your feet flat and knees bent.
Single_Leg_Glute_Bridge,vi,1,"Nằm ngửa, hai bàn chân đặt phẳng, đầu gối gập."
Single_Leg_Glute_Bridge,en,2,"Raise one leg off of the ground, pulling the knee to your chest. This will be your starting position."
Single_Leg_Glute_Bridge,vi,2,"Nâng một chân lên khỏi mặt đất, kéo đầu gối về phía ngực. Đây là tư thế bắt đầu."
Single_Leg_Glute_Bridge,en,3,"Execute the movement by driving through the heel, extending your hip upward and raising your glutes off of the ground."
Single_Leg_Glute_Bridge,vi,3,"Thực hiện động tác bằng cách dùng lực đẩy qua gót chân, duỗi hông lên và nâng cơ mông khỏi mặt đất."
Single_Leg_Glute_Bridge,en,4,"Extend as far as possible, pause and then return to the starting position."
Single_Leg_Glute_Bridge,vi,4,"Duỗi hết mức, giữ lại, sau đó trở về vị trí ban đầu."
Single_Leg_Push-off,en,1,"Stand on the ground with one foot resting on the box, heel close to the edge."
Single_Leg_Push-off,vi,1,"Đứng trên sàn, một chân đặt lên hộp, gót chân sát mép."
Single_Leg_Push-off,en,2,"Push off with your foot on top of the box, trying to gain as much height as possible by extending through the hip and knee."
Single_Leg_Push-off,vi,2,"Đẩy chân trên hộp, cố gắng đạt độ cao tối đa bằng cách duỗi hông và gối."
Single_Leg_Push-off,en,3,"Land with the same foot on top of the box, returning your other foot back to the start position."
Single_Leg_Push-off,vi,3,"Tiếp đất bằng cùng một chân lên hộp, đưa chân còn lại về vị trí bắt đầu."
Sit-Up,en,1,Lie down on the floor placing your feet either under something that will not move or by having a partner hold them. Your legs should be bent at the knees.
Sit-Up,vi,1,"Nằm ngửa trên sàn, kê chân dưới vật cố định hoặc nhờ bạn tập giữ. Gập đầu gối."
Sit-Up,en,2,Place your hands behind your head and lock them together by clasping your fingers. This is the starting position.
Sit-Up,vi,2,Đặt hai tay sau đầu và đan các ngón tay vào nhau. Đây là tư thế bắt đầu.
Sit-Up,en,3,Elevate your upper body so that it creates an imaginary V-shape with your thighs. Breathe out when performing this part of the exercise.
Sit-Up,vi,3,Nâng thân trên tạo thành hình chữ V với đùi. Thở ra khi thực hiện động tác này.
Sit-Up,en,4,"Once you feel the contraction for a second, lower your upper body back down to the starting position while inhaling."
Sit-Up,vi,4,"Khi cảm nhận cơ co lại trong một giây, từ từ hạ thân trên về vị trí ban đầu đồng thời hít vào."
Sit-Up,en,5,Repeat for the recommended amount of repetitions.
Sit-Up,vi,5,Lặp lại số lần đề xuất.
Sit_Squats,en,1,Stand with your feet shoulder width apart. This will be your starting position.
Sit_Squats,vi,1,Đứng hai chân rộng bằng vai. Đây là vị trí bắt đầu.
Sit_Squats,en,2,"Begin the movement by flexing your knees and hips, sitting back with your hips."
Sit_Squats,vi,2,"Bắt đầu động tác bằng cách gập đầu gối và hông, đẩy hông ra sau."
Sit_Squats,en,3,"Continue until you have squatted a portion of the way down, but are above parallel, and quickly reverse the motion until you return to the starting position. Repeat for 5-10 repetitions."
Sit_Squats,vi,3,"Tiếp tục ngồi xổm xuống một đoạn, nhưng vẫn trên song song, và nhanh chóng đảo ngược chuyển động để trở về vị trí bắt đầu. Lặp lại 5-10 lần."
Skating,en,1,Roller skating is a fun activity which can be effective in improving cardiorespiratory fitness and muscular endurance. It requires relatively good balance and coordination. It is necessary to learn the basics of skating including turning and stopping and to wear protective gear to avoid possible injury.
Skating,vi,1,"Trượt pa-tanh là hoạt động thú vị, hiệu quả trong việc cải thiện thể lực tim mạch và sức bền cơ bắp. Hoạt động này đòi hỏi thăng bằng và phối hợp tốt. Cần học các động tác cơ bản bao gồm quay và dừng, và mang đồ bảo hộ để tránh chấn thương."
Skating,en,2,"You can skate at a comfortable pace for 30 minutes straight. If you want a cardio challenge, do interval skating — speed skate two minutes of every five minutes, using the remaining three minutes to recover. A 150 lb person will typically burn about 175 calories in 30 minutes skating at a comfortable pace, similar to brisk walking."
Skating,vi,2,"Bạn có thể trượt băng với tốc độ thoải mái trong 30 phút. Nếu muốn thử thách tim mạch, hãy tập trượt băng ngắt quãng: trượt tốc độ cao hai phút trong mỗi năm phút, dùng ba phút còn lại để phục hồi. Người nặng 68 kg (150 lb) thường đốt cháy khoảng 175 calo trong 30 phút trượt băng ở tốc độ thoải mái, tương đương đi bộ nhanh."
Sled_Drag_-_Harness,en,1,"To begin, load the sled with the desired weight and attach the pulling strap. You can pull with handles, use a harness, or attach the pulling strap to a weight belt."
Sled_Drag_-_Harness,vi,1,"Để bắt đầu, chất tạ thích hợp lên xe trượt và gắn dây kéo. Bạn có thể kéo bằng tay cầm, dùng đai kéo (harness), hoặc gắn dây kéo vào đai tạ."
Sled_Drag_-_Harness,en,2,"Whether pulling forwards or backwards, lean in the direction of travel and progress by extending through the hips and knees."
Sled_Drag_-_Harness,vi,2,"Dù kéo tới hay lui, hãy nghiêng người theo hướng di chuyển và tiến hành bằng cách duỗi thẳng hông và đầu gối."
Sled_Overhead_Backward_Walk,en,1,Attach dual handles to a sled connected by a rope or chain. Load the sled to a light weight.
Sled_Overhead_Backward_Walk,vi,1,Gắn tay cầm kép vào xe trượt được nối bằng dây thừng hoặc xích. Tải trọng nhẹ cho xe trượt.
Sled_Overhead_Backward_Walk,en,2,"Face the sled, backing up until there is some tension in the line. Hold your hands directly above your head with your elbows extended. This will be your starting position."
Sled_Overhead_Backward_Walk,vi,2,"Đối diện xe trượt, lùi lại đến khi dây căng. Hai tay giữ thẳng trên đầu, khuỷu tay duỗi. Đây là vị trí bắt đầu."
Sled_Overhead_Backward_Walk,en,3,"Walk backwards, keeping your arms raised above your head. Avoid jerky movements."
Sled_Overhead_Backward_Walk,vi,3,"Đi bộ lùi, giữ tay giơ cao qua đầu. Tránh cử động giật cục."
Sled_Overhead_Triceps_Extension,en,1,Attach dual handles to a sled using a chain or rope. Load the sled to an appropriate load.
Sled_Overhead_Triceps_Extension,vi,1,Gắn tay cầm kép vào xe kéo trượt bằng dây xích hoặc dây thừng. Tải trọng xe kéo trượt với mức phù hợp.
Sled_Overhead_Triceps_Extension,en,2,"Facing away from the sled, step away until there is tension in the line. Raise your hands above your head, keeping them together, palms facing each other. Your elbows should be pointed upward with the elbows flexed. This will be your starting position."
Sled_Overhead_Triceps_Extension,vi,2,"Quay lưng lại xe trượt, bước đi cho đến khi dây căng. Đưa hai tay lên trên đầu, giữ sát nhau, lòng bàn tay hướng vào nhau. Khuỷu tay hướng lên trên và gập lại. Đây là vị trí bắt đầu của bạn."
Sled_Overhead_Triceps_Extension,en,3,Extend through the elbow to straighten the arm. Ensure that your upper arm stays in position to isolate the triceps.
Sled_Overhead_Triceps_Extension,vi,3,Duỗi khuỷu tay để thẳng cánh tay. Giữ bắp tay trên cố định để cô lập cơ tam đầu.
Sled_Overhead_Triceps_Extension,en,4,"Upon full extension, step forward to take the slack out of the line. You may keep your feet staggered for more stability."
Sled_Overhead_Triceps_Extension,vi,4,"Sau khi duỗi thẳng hoàn toàn, bước về phía trước để căng dây. Bạn có thể giữ chân so le để ổn định hơn."
Sled_Push,en,1,Load your pushing sled with the desired weight.
Sled_Push,vi,1,Nạp tạ cho xe trượt đẩy với trọng lượng mong muốn.
Sled_Push,en,2,"Take an athletic posture, leaning into the sled with your arms fully extended, grasping the handles. Push the sled as fast as possible, focusing on extending your hips and knees to strengthen your posterior chain."
Sled_Push,vi,2,"Đứng tư thế thể thao, người hơi đổ về phía trước, tay duỗi thẳng nắm chặt tay cầm. Đẩy tạ càng nhanh càng tốt, tập trung duỗi hông và gối để tăng cường chuỗi cơ sau."
Sled_Reverse_Flye,en,1,Attach dual handles to a sled connected by a rope or chain. Load the sled to a light weight.
Sled_Reverse_Flye,vi,1,Gắn tay cầm đôi vào xe trượt kéo bằng dây thừng hoặc xích. Tải trọng nhẹ cho xe trượt.
Sled_Reverse_Flye,en,2,"Face the sled, backing up until there is some tension in the line. Take both handles at arms length at about waist level. Bend the knees slightly and keep your chest and head up. This will be your starting position."
Sled_Reverse_Flye,vi,2,"Đối mặt với xe trượt, lùi lại cho đến khi dây căng. Cầm hai tay cầm, giữ cánh tay thẳng ngang thắt lưng. Gập gối nhẹ, ưỡn ngực và ngẩng đầu. Đây là vị trí bắt đầu."
Sled_Reverse_Flye,en,3,"Without flexing the elbow, pull the handles upward and apart, performing a reverse fly with some external rotation. Your palms should be facing forward as you do this."
Sled_Reverse_Flye,vi,3,"Không gập khuỷu tay, kéo tay cầm lên và tách ra, thực hiện động tác bay ngược với xoay ngoài. Lòng bàn tay hướng về phía trước khi thực hiện."
Sled_Reverse_Flye,en,4,"Return to the starting position, taking a couple steps back to take the slack out of the line."
Sled_Reverse_Flye,vi,4,"Trở về tư thế ban đầu, lùi lại vài bước để căng dây."
Sled_Row,en,1,"Attach dual handles to a sled connected by a rope or chain. Load the sled to an appropriate weight. Face the sled, backing up until there is some tension in the line."
Sled_Row,vi,1,"Gắn tay cầm đôi vào xe trượt tuyết nối bằng dây thừng hoặc xích. Tải trọng xe trượt tuyết thích hợp. Đối diện xe trượt, lùi lại cho đến khi dây căng."
Sled_Row,en,2,"With a handle in each hand, bend the knees slightly, keep your head and chest up, and begin with your arms extended."
Sled_Row,vi,2,"Tay cầm mỗi bên, gập gối nhẹ, ngẩng đầu và ngực, bắt đầu với cánh tay duỗi thẳng."
Sled_Row,en,3,"To initiate the movement, flex the elbow as you retract your shoulder blades, pulling the sled towards you."
Sled_Row,vi,3,"Bắt đầu chuyển động, gập khuỷu tay đồng thời rút xương bả vai, kéo tạ về phía bạn."
Sled_Row,en,4,Take a step or two back to get tension in the line and repeat.
Sled_Row,vi,4,Bước lùi một hoặc hai bước để tạo độ căng cho dây và lặp lại.
Sledgehammer_Swings,en,1,You will need a tire and a sledgehammer for this exercise. Stand in front of the tire about two feet away from it with a staggered stance. Grip the sledgehammer.
Sledgehammer_Swings,vi,1,Bạn cần một lốp xe và một búa tạ. Đứng trước lốp xe khoảng hai feet với tư thế chân so le. Nắm chặt búa tạ.
Sledgehammer_Swings,en,2,"If you are right handed, your left hand should be at the bottom of the handle, and your right hand should be choking up closer to the head."
Sledgehammer_Swings,vi,2,"Nếu bạn thuận tay phải, tay trái đặt ở dưới cùng của tay cầm, và tay phải nắm chặt gần đầu gậy hơn."
Sledgehammer_Swings,en,3,"As you bring the sledge up, your right hand slides toward the head; as you swing down, your right hand will slide down to join your left hand. Slam it down as hard as you can against the tire. Control the bounce of the hammer off of the tire."
Sledgehammer_Swings,vi,3,"Khi nâng búa tạ lên, tay phải trượt về phía đầu búa; khi vung xuống, tay phải trượt xuống hợp với tay trái. Đập mạnh búa xuống lốp xe. Kiểm soát độ nảy của búa sau khi chạm lốp."
Sledgehammer_Swings,en,4,Repeat on the other side.
Sledgehammer_Swings,vi,4,Lặp lại bên kia.
Smith_Incline_Shoulder_Raise,en,1,"Place an incline bench underneath the smith machine. Place the barbell at a height that you can reach when lying down and your arms are almost fully extended. Once the weight you need is selected, lie down on the incline bench and make sure your shoulders are aligned right under the barbell."
Smith_Incline_Shoulder_Raise,vi,1,"Đặt ghế dốc nghiêng dưới máy Smith. Đặt thanh tạ ở độ cao bạn có thể chạm tới khi nằm xuống và cánh tay gần như duỗi thẳng hoàn toàn. Sau khi chọn xong mức tạ cần thiết, nằm ngửa trên ghế dốc nghiêng và đảm bảo vai thẳng hàng ngay dưới thanh tạ."
