recipe_code,name_en,name_vn,instructions_en,instructions_vn
apple-cake,Apple cake,Bánh táo,"Preheat the oven to 180°C. (350˚F) Grease a cake pan and line it with baking paper.  In a large bowl, break the four eggs with the sugar and beat until they have tripled in volume and become fluffy.  Sift the self-rising baking flour and add it to your egg mixture. Fold this over, preserving as much air as possible. Add the melted (and slightly cooled) butter and mix until combined.  Add cinnamon, pinch of salt and vanilla extract.  Add the diced apple to the batter and gently fold them into the batter so that the apple pieces are evenly distributed. You can roll the apple pieces through some more cinnamon.  Pour the batter into the prepared cake pan and smooth the top with a spatula.  Place the apple slices on top of the batter and press lightly. Sprinkle optionally with some almond shavings.  Bake the apple cake in the preheated oven for about 45-50 minutes, or until a wooden skewer comes out clean when inserted into the center of the cake.  Remove the cake from the oven and let it cool in the mold for a few minutes. Then carefully remove the cake from the mold and let cool completely on a wire rack.  Sprinkle the cooled apple cake with powdered sugar","Làm nóng lò nướng đến 180°C (350˚F). Phết dầu mỡ vào khuôn bánh và lót giấy nướng. Trong tô lớn, đập bốn quả trứng với đường, đánh đến khi hỗn hợp tăng gấp ba lần thể tích và bông xốp. Rây bột mì tự nở và cho vào hỗn hợp trứng. Trộn nhẹ nhàng, giữ lại càng nhiều không khí càng tốt. Thêm bơ tan chảy (và nguội một chút), trộn đều. Thêm quế, nhúm muối và chiết xuất vani. Thêm táo đã cắt hạt lựu vào hỗn hợp và trộn nhẹ để táo phân bố đều. Có thể lăn táo qua một ít quế. Đổ hỗn hợp vào khuôn bánh đã chuẩn bị, làm phẳng mặt trên bằng spatula. Xếp các lát táo lên trên và ấn nhẹ. Tùy chọn rắc thêm một ít hạnh nhân bào. Nướng bánh táo trong lò đã làm nóng trước khoảng 45-50 phút, hoặc cho đến khi xiên gỗ cắm vào giữa bánh rút ra sạch. Lấy bánh ra khỏi lò, để nguội trong khuôn vài phút. Sau đó cẩn thận lấy bánh ra khỏi khuôn và để nguội hoàn toàn trên giá lưới. Rắc đường bột lên bánh táo đã nguội."
kvæfjord-cake-verdens-beste-worlds-best-cake,Kvæfjord Cake “Verdens Beste” (World’s Best Cake),Bánh ngon nhất thế giới,"Vanilla custard  1  Separate the egg yolks and set aside the whites to use in the meringue.  2  Whisk together the egg yolks, cornstarch and sugar in a bowl.  ▢  Heat the cream and milk in a saucepan. Split open the vanilla pod and add the beans to the saucepan. Once the milk begins to bubble pour about half of it into the bowl with the egg mixture, whisking constantly. Then return the saucepan to the heat and pour the egg mixture back into the saucepan with remaining milk, whisking constantly. Once the mixture thickens lower the heat and continue whisking for about 30 seconds.  ▢  Pour the custard into a clean bowl and cover with plastic wrap, placing the plastic directly on the top layer of the custard. Chill in the fridge.  Cake  ▢  Mix together butter and sugar until light and fluffy. Add egg yolks one at a time, setting aside the egg whites for the meringue. Add the flour mixed with baking powder. Stir in the milk, beating until smooth (you can use an electric mixer if you prefer).  ▢  Preheat oven to 320°F (160°C). Cover a baking sheet with baking paper and spread out the batter into a large, even rectangle.  Meringue topping  ▢  Whisk together the egg whites and sugar until you get glossy, stiff peaks. The meringue should hold its form – if it still melts continue whisking.  ▢  Spread out the meringue on top of the cake batter. Use a spatula to form light waves with the meringue. Sprinkle almonds on top of the meringue. Bake for about 30 minutes, until the meringue and almonds are golden.  Cream filling  ▢  Whisk the cream into stiff peaks. Carefully fold in the vanilla custard.  Assembly  ▢  Once the cake has cooled, cut it in half. You can use scissors for this, or a knife on a cutting board, slicing through the baking paper as well.  ▢  Place half of the cake on a serving platter with the meringue side down and peel off the baking paper.  ▢  Spread the cream filling across the cake. Then carefully remove the other half of the cake from the baking paper and place it over the cream filling, meringue side up.  ▢  Serve with fresh berries.","Kem trứng vani
1 Tách lòng đỏ trứng, để riêng lòng trắng dùng làm meringue.
2 Đánh tan lòng đỏ trứng, bột bắp và đường trong tô.
▢ Đun nóng kem và sữa trong nồi. Tách đôi quả vani, lấy hạt cho vào nồi. Khi sữa bắt đầu sôi, đổ khoảng một nửa vào tô đựng hỗn hợp trứng, vừa đổ vừa đánh liên tục. Sau đó đặt nồi trở lại bếp, đổ hỗn hợp trứng trở lại nồi cùng với sữa còn lại, vừa đổ vừa đánh liên tục. Khi hỗn hợp đặc lại, giảm lửa và tiếp tục đánh khoảng 30 giây.
▢ Đổ kem trứng vào tô sạch, bọc bằng màng bọc thực phẩm, đặt màng bọc trực tiếp lên lớp kem trứng trên cùng. Làm lạnh trong tủ lạnh.
Bánh
▢ Trộn bơ và đường cho đến khi nhẹ và bông. Cho từng lòng đỏ trứng vào, để riêng lòng trắng trứng để làm meringue. Thêm bột mì trộn với bột nở. Khuấy sữa vào, đánh cho đến khi mịn (có thể dùng máy đánh trứng điện nếu thích).
▢ Làm nóng lò nướng ở 320°F (160°C). Trải giấy nướng lên khay nướng và dàn đều bột bánh thành hình chữ nhật lớn, bằng phẳng.
Lớp meringue phủ
▢ Đánh lòng trắng trứng và đường cho đến khi bông cứng, bóng. Meringue phải giữ được hình dạng – nếu còn chảy thì tiếp tục đánh.
▢ Dàn meringue lên trên bột bánh. Dùng spatula tạo sóng nhẹ với meringue. Rắc hạnh nhân lên trên meringue. Nướng khoảng 30 phút, cho đến khi meringue và hạnh nhân có màu vàng.
Nhân kem
▢ Đánh kem thành chóp cứng. Cẩn thận trộn kem trứng vani vào.
Lắp ráp
▢ Khi bánh nguội, cắt đôi. Có thể dùng kéo hoặc dao trên thớt, cắt xuyên qua giấy nướng.
▢ Đặt một nửa bánh lên đĩa phục vụ, mặt meringue úp xuống và bóc giấy nướng.
▢ Phết nhân kem lên bánh. Sau đó cẩn thận gỡ nửa bánh còn lại khỏi giấy nướng và đặt lên trên nhân kem, mặt meringue ngửa lên.
▢ Dùng kèm với quả mọng tươi."
imam-bayildi-with-bbq-lamb--tzatziki,Imam bayildi with BBQ lamb & tzatziki,Cà tím nhồi thịt cừu nướng sốt sữa chua,"step 1  Heat oven to 190C/170C fan/gas 5. Halve the aubergines lengthways and score the flesh side deeply, brush with a good layer of olive oil and put on a baking sheet. Roast for 20 mins or until the flesh is soft enough to scoop out.    step 2  Fry the onion in a little oil until soft, add the garlic and cinnamon and fry for 1 min. Once the aubergines are cool enough to handle, scoop out the centres. Roughly chop the flesh and add it to the onions. Halve the tomatoes, scoop the seeds and juice into a sieve set over a bowl, then chop the flesh. Add the chopped tomatoes to the pan and cook everything for 10 mins until nice and soft. Add a little more oil if you need to. Stir in the parsley, leaving a little for scattering at the end.    step 3  Lay the aubergine halves in a baking dish and divide the tomato mixture between them. Pour over the juice from the tomatoes, drizzle with more olive oil and bake for 30 mins until the aubergines have collapsed.    step 4  Meanwhile, mix the tzatziki ingredients together and put in a small serving bowl.    step 5  Season the lamb with salt, black pepper and a pinch of paprika. Griddle, grill or barbecue for 3 mins on each side or until the fat is nicely browned, then put in a serving dish and squeeze over the lemon halves. Scatter the aubergines with parsley, then serve with the lamb and tzatziki.","Bước 1: Làm nóng lò nướng ở 190°C/170°C quạt/gas 5. Bổ đôi cà tím theo chiều dọc và khứa sâu phần thịt, quét một lớp dầu ô liu lên và đặt lên khay nướng. Nướng khoảng 20 phút hoặc cho đến khi thịt mềm đủ để múc ra.
Bước 2: Phi hành tây với một chút dầu cho đến khi mềm, thêm tỏi và quế vào phi 1 phút. Khi cà tím nguội đủ để cầm, múc bỏ phần ruột. Xắt nhỏ phần thịt cà tím và cho vào chảo hành tây. Bổ đôi cà chua, múc hạt và nước vào rây đặt trên tô, sau đó xắt nhỏ phần thịt. Thêm cà chua đã xắt vào chảo và nấu 10 phút cho đến khi mềm. Thêm một chút dầu nếu cần. Khuấy ngò tây vào, để lại một ít để rắc sau cùng.
Bước 3: Xếp các nửa cà tím vào đĩa nướng, chia hỗn hợp cà chua vào giữa. Đổ nước cà chua lên, rưới thêm dầu ô liu và nướng 30 phút cho đến khi cà tím xẹp xuống.
Bước 4: Trong lúc đó, trộn các nguyên liệu làm sốt tzatziki với nhau và cho vào tô nhỏ.
Bước 5: Nêm thịt cừu với muối, tiêu đen và một chút bột ớt paprika. Nướng vỉ, nướng than hoặc nướng BBQ 3 phút mỗi mặt hoặc cho đến khi lớp mỡ có màu nâu đẹp, sau đó cho vào đĩa phục vụ và vắt chanh lên. Rắc ngò tây lên cà tím, sau đó dùng kèm với thịt cừu và sốt tzatziki."
jamon--wild-garlic-croquetas,Jamon & wild garlic croquetas,Bánh chiên thịt heo tỏi dại,"step 1  Wash the wild garlic leaves well in a colander, then pour over boiling water from the kettle until just wilted. Immediately rinse under cold running water, then squeeze out the excess water and finely chop.    step 2  Warm the milk in a pan over a low heat until just steaming. Heat the oil or butter in a second pan and, once warm or melted, stir in the flour for a couple of minutes until it starts to brown a little. Gradually add the warm milk, a little at a time, until you have a thick, silky sauce. Bubble for a minute or two, stirring to make sure all the flour has cooked out. Season.    step 3  Add the manchego, jamón and wild garlic to the pan, and beat to combine. Tip out onto a lightly oiled baking tray or plate, spread out then cover and chill for at least 1 hr. Will keep chilled for up to 24 hrs.    step 4  Lightly oil your hands and shape the mixture into 18-20 even-sized balls. Arrange on a baking tray and freeze for 30 mins to firm up.    step 5  Beat the egg in a shallow dish with a little seasoning. Tip the panko into a second dish. Dip each of the croquetas in the egg, then turn to coat in the breadcrumbs. At this point, the raw croquetas can be frozen for up to three months. Pour the oil into a large, deep pan ensuring it is no more than a third full and heat to 170C, or until a cube of bread browns lightly in 30 seconds. Fry the croquetas in batches for 2-3 mins until deeply golden. To cook from frozen, fry at 160C for a few minutes longer until they’re piping hot inside. Remove to a sheet of kitchen paper using a slotted spoon and leave to drain. Serve warm with a glass of sherry.","Bước 1 Rửa sạch lá tỏi dại trong rổ, sau đó đổ nước sôi từ ấm vào cho đến khi lá vừa héo. Ngay lập tức xả dưới vòi nước lạnh, sau đó vắt kiệt nước thừa và thái nhỏ.

Bước 2 Làm ấm sữa trong chảo ở lửa nhỏ cho đến khi vừa bốc hơi. Đun nóng dầu hoặc bơ trong chảo thứ hai, sau khi ấm hoặc tan chảy, khuấy bột mì trong vài phút cho đến khi hơi ngả màu nâu. Từ từ thêm sữa ấm vào, từng chút một, cho đến khi có được hỗn hợp sốt đặc, mịn. Đun sôi khoảng một hoặc hai phút, khuấy đều để bột mì chín hết. Nêm gia vị.

Bước 3 Thêm phô mai manchego, jamón và tỏi dại vào chảo, và đánh đều. Đổ ra khay nướng hoặc đĩa đã phết một lớp dầu mỏng, dàn đều rồi đậy lại và làm lạnh ít nhất 1 giờ. Có thể giữ lạnh đến 24 giờ.

Bước 4 Phết một lớp dầu mỏng lên tay và nặn hỗn hợp thành 18-20 viên tròn đều. Xếp lên khay nướng và đông lạnh 30 phút để hỗn hợp cứng lại.

Bước 5 Đánh trứng trong đĩa cạn với một chút gia vị. Đổ bột panko vào đĩa thứ hai. Nhúng từng viên croqueta vào trứng, sau đó lăn qua bột panko. Lúc này, croqueta sống có thể được đông lạnh đến ba tháng. Đổ dầu vào một cái chảo sâu, lớn, đảm bảo không quá một phần ba chảo, và đun nóng đến 170°C, hoặc cho đến khi một miếng bánh mì xé nhỏ hơi chuyển màu nâu trong 30 giây. Chiên croqueta từng mẻ trong 2-3 phút cho đến khi vàng sẫm. Để chiên từ trạng thái đông lạnh, chiên ở 160°C lâu hơn vài phút cho đến khi bên trong nóng hổi. Dùng muỗng có rãnh vớt ra và để ráo dầu trên giấy thấm. Dùng ấm với một ly rượu sherry."
shrimp-chow-fun,Shrimp Chow Fun,Hủ tiếu xào tôm,"STEP 1 - SOAK THE RICE NOODLES  Soak the rice noodles overnight untill they are soft  STEP 2 - BOIL THE RICE NOODLES  Boil the noodles for 10-15 minutes and then rinse with cold water to stop the cooking process of the noodles.  STEP 3 -MARINATING THE SHRIMP  In a bowl add the shrimp, egg, 1 pinch of white pepper, 1 Teaspoon of sesame seed oil, 1 Tablespoon corn starch and 1 tablespoon of oil  Mix together well  STEP 4 - STIR FRY  In a wok add 2 Tablespoons of oil, shrimp and stir fry them until it is golden brown  Set the shrimp aside  Add 1 Tablespoon of oil to the work and then add minced garlic, ginger and all of the vegetables.  Add the noodles to the wok  Next add sherry cooking wine, oyster sauce, sugar, vinegar, sesame seed oil, 1 pinch white pepper, and soy sauce  Add back in the shrimp  To thicken the sauce, whisk together 1 Tablespoon of corn starch and 2 Tablespoon of water in a bowl and slowly add to your stir-fry until it's the right thickness.","BƯỚC 1 - NGÂM BÚN TƯƠI Ngâm bún tươi qua đêm cho mềm. BƯỚC 2 - LUỘC BÚN TƯƠI Luộc bún 10-15 phút, sau đó xả lại bằng nước lạnh để ngưng quá trình nấu. BƯỚC 3 - ƯỚP TÔM Cho tôm, trứng, 1 nhúm tiêu trắng, 1 thìa cà phê dầu mè, 1 thìa canh bột bắp và 1 thìa canh dầu ăn vào tô. Trộn đều. BƯỚC 4 - XÀO Cho 2 thìa canh dầu ăn vào chảo, cho tôm vào xào đến khi tôm có màu vàng nâu. Gắp tôm ra để riêng. Cho 1 thìa canh dầu ăn vào chảo, cho tỏi băm, gừng và tất cả các loại rau củ vào. Cho bún vào chảo. Tiếp theo cho rượu nấu sherry, dầu hào, đường, giấm, dầu mè, 1 nhúm tiêu trắng và nước tương. Cho tôm trở lại. Để làm sốt sệt lại, đánh tan 1 thìa canh bột bắp và 2 thìa canh nước trong tô, từ từ cho vào món xào cho đến khi đạt độ sệt mong muốn."
lamb-and-potato-pie,Lamb and Potato pie,Bánh patê sô cừu khoai tây,"Dust the meat with flour to lightly coat.  Heat enough vegetable oil in a large saucepan to fill the base, and fry the onion and meat until lightly browned. Season with salt and pepper.  Add the carrots, stock and more seasoning to taste.  Bring to the boil, cover and reduce the heat to a simmer. Simmer for at least an hour or until the meat is tender. Take your time cooking the meat, the longer you leave it to cook, the better the flavour will be.  Preheat the oven to 180C/350F/Gas 4.  Add the drained potato cubes to the lamb.  Turn the mixture into a pie dish or casserole and cover with the shortcrust pastry. Make three slits in the top of the pastry to release any steam while cooking.  Brush with beaten egg and bake for about 40 minutes, until the pastry is golden brown.  Serve.","Rắc bột lên thịt để phủ nhẹ. Đun nóng dầu thực vật đủ ngập đáy nồi lớn, phi hành tây và thịt đến khi hơi vàng. Nêm muối và tiêu. Cho cà rốt, nước dùng và thêm gia vị vừa ăn. Đun sôi, đậy nắp và giảm lửa liu riu. Ninh ít nhất một giờ hoặc cho đến khi thịt mềm. Hâm nóng lò nướng ở 180°C/350°F/Gas 4. Cho khoai tây cắt khối đã ráo nước vào thịt cừu. Cho hỗn hợp vào đĩa bánh nướng hoặc nồi hầm và phủ bằng bột shortcrust. Rạch ba đường trên mặt bột để thoát hơi trong khi nướng. Quét trứng đánh tan và nướng khoảng 40 phút, cho đến khi vỏ bánh có màu vàng nâu. Dùng."
algerian-flafla-bell-pepper-salad,Algerian Flafla (Bell Pepper Salad),Gỏi ớt chuông,"Preheat an oven to 450 degrees F (230 degrees C). Place the whole peppers on aluminum foil. Bake until the skin is spotted black and the peppers are soft, 30 to 45 minutes, turning the peppers once if necessary.    Remove peppers from the oven and set aside to cool for 10 minutes. Peel off the skin and remove the stem and seeds. Chop the roasted peppers into half-inch pieces.    Heat the olive oil in a skillet over medium heat. Stir in the onion and cook, stirring frequently, until the onion has softened and turned translucent, about 5 minutes. Add the garlic, salt, and pepper; stir in the chopped peppers and tomato. Cook over medium heat, stirring occasionally, until the tomato is soft and the mixture is well incorporated, about 5 minutes.","Làm nóng lò nướng ở 230 độ C (450 độ F). Đặt ớt nguyên quả lên giấy bạc. Nướng đến khi vỏ ớt có đốm đen và ớt mềm, khoảng 30 đến 45 phút, trở ớt một lần nếu cần. Lấy ớt ra khỏi lò và để nguội 10 phút. Bóc vỏ, bỏ cuống và hạt. Cắt ớt nướng thành miếng nửa inch. Đun nóng dầu ô liu trong chảo ở lửa vừa. Cho hành tây vào xào, khuấy thường xuyên, đến khi hành mềm và trong, khoảng 5 phút. Thêm tỏi, muối và tiêu; khuấy đều với ớt đã cắt nhỏ và cà chua. Nấu trên lửa vừa, thỉnh thoảng khuấy, đến khi cà chua mềm và hỗn hợp hòa quyện, khoảng 5 phút."
teriyaki-chicken-casserole,Teriyaki Chicken Casserole,Gà Teriyaki Nướng,"Preheat oven to 350° F. Spray a 9x13-inch baking pan with non-stick spray.  Combine soy sauce, ½ cup water, brown sugar, ginger and garlic in a small saucepan and cover. Bring to a boil over medium heat. Remove lid and cook for one minute once boiling.  Meanwhile, stir together the corn starch and 2 tablespoons of water in a separate dish until smooth. Once sauce is boiling, add mixture to the saucepan and stir to combine. Cook until the sauce starts to thicken then remove from heat.  Place the chicken breasts in the prepared pan. Pour one cup of the sauce over top of chicken. Place chicken in oven and bake 35 minutes or until cooked through. Remove from oven and shred chicken in the dish using two forks.  *Meanwhile, steam or cook the vegetables according to package directions.  Add the cooked vegetables and rice to the casserole dish with the chicken. Add most of the remaining sauce, reserving a bit to drizzle over the top when serving. Gently toss everything together in the casserole dish until combined. Return to oven and cook 15 minutes. Remove from oven and let stand 5 minutes before serving. Drizzle each serving with remaining sauce. Enjoy!","Làm nóng lò nướng đến 350° F. Xịt chống dính vào khay nướng 9x13 inch. Kết hợp xì dầu, ½ cốc nước, đường nâu, gừng và tỏi trong một nồi nhỏ và đậy nắp. Đun sôi trên lửa vừa. Mở nắp và nấu thêm một phút sau khi sôi. Trong khi đó, khuấy đều bột ngô và 2 muỗng canh nước trong một bát riêng cho đến khi hỗn hợp mịn. Khi nước sốt sôi, thêm hỗn hợp bột ngô vào nồi và khuấy đều. Nấu cho đến khi nước sốt bắt đầu đặc lại thì nhấc ra khỏi bếp. Đặt ức gà vào khay đã chuẩn bị. Đổ một cốc nước sốt lên trên gà. Cho gà vào lò nướng và nướng 35 phút hoặc cho đến khi gà chín. Lấy ra khỏi lò và xé gà trong khay bằng hai cái nĩa. *Trong khi đó, hấp hoặc nấu rau củ theo hướng dẫn trên bao bì. Thêm rau củ đã nấu chín và cơm vào khay nướng cùng với gà. Thêm phần lớn nước sốt còn lại, giữ lại một chút để rưới lên trên khi phục vụ. Nhẹ nhàng trộn đều mọi thứ trong khay nướng cho đến khi kết hợp. Cho trở lại lò nướng và nấu 15 phút. Lấy ra khỏi lò và để yên 5 phút trước khi phục vụ. Rưới nước sốt còn lại lên mỗi phần ăn. Chúc ngon miệng!"
fish-soup-ukha,Fish Soup (Ukha),Canh Chua Cá,"In a medium pot, heat the olive oil over medium-high heat. Add the onions and cook, stirring occasionally until the onions start to caramelize. Add the carrots and cook until the carrots start to soften, about 4 more minutes.  Add the stock, water, potatoes, bay leaves, and black peppercorns. Season with salt and bring to a boil. Reduce heat, cover and cook for 10 minutes. Add the millet and cook for 15 more minutes until millet and potatoes are cooked.  Gently add the fish cubes. Stir and bring the soup to a simmer. The fish will cook through very fast, so make sure to not overcook them. They are done when the flesh is opaque and flakes easily.  Garnish the soup with chopped fresh dill or parsley before serving.","Trong nồi vừa, đun nóng dầu ô liu ở lửa vừa cao. Thêm hành tây và xào, thỉnh thoảng khuấy, cho đến khi hành tây bắt đầu caramen hóa. Thêm cà rốt và nấu cho đến khi cà rốt bắt đầu mềm, khoảng 4 phút nữa. Thêm nước dùng, nước lọc, khoai tây, lá nguyệt quế và hạt tiêu đen. Nêm muối và đun sôi. Giảm lửa, đậy nắp và nấu 10 phút. Thêm hạt kê và nấu thêm 15 phút cho đến khi hạt kê và khoai tây chín. Nhẹ nhàng thêm cá cắt khối. Khuấy và đun súp liu riu. Cá sẽ chín rất nhanh, nên lưu ý không nấu quá lâu. Cá chín khi thịt cá đục và dễ dàng tách ra. Trang trí súp với thì là hoặc mùi tây tươi thái nhỏ trước khi phục vụ."
walnut-roll-gužvara,Walnut Roll Gužvara,Bánh cuộn óc chó,"Mix all the ingredients for the dough together and knead well. Cover the dough and put to rise until doubled in size which should take about 2 hours. Knock back the dough and knead lightly.    Divide the dough into two equal pieces; roll each piece into an oblong about 12 inches by 8 inches. Mix the filling ingredients together and divide between the dough, spreading over each piece. Roll up the oblongs as tightly as possible to give two 12 inch sausages. Place these side by side, touching each other, on a greased baking sheet. Cover and leave to rise for about 40 minutes. Heat oven to 200ºC (425ºF). Bake for 30-35 minutes until well risen and golden brown. Bread should sound hollow when the base is tapped.    Remove from oven and brush the hot bread top with milk. Sift with a generous covering of icing sugar.","Trộn tất cả nguyên liệu làm bột và nhào kỹ. Đậy bột lại và ủ cho đến khi nở gấp đôi, khoảng 2 giờ. Đấm xẹp bột và nhào nhẹ. Chia bột thành hai phần bằng nhau; cán mỗi phần thành hình chữ nhật dài khoảng 30cm x 20cm. Trộn nguyên liệu nhân và chia đều lên bột, phết lên mỗi miếng. Cuộn chặt miếng bột thành hai cuộn dài 30cm. Đặt sát cạnh nhau trên khay nướng đã phết dầu. Đậy lại và để nở khoảng 40 phút. Làm nóng lò nướng đến 200ºC (425ºF). Nướng 30-35 phút cho đến khi nở đều và vàng nâu. Bánh mì kêu rỗng khi gõ vào đáy. Lấy ra khỏi lò và quét sữa lên mặt bánh mì nóng. Rây một lớp đường bột phủ dày lên."
cheese-borek,Cheese Borek,Bánh phô mai,"In a medium bowl, whisk together egg, parsley, garlic and crushed red pepper. Mix in Gouda and Emmentaler.    One sheet at a time, place phyllo dough on a flat surface and brush with about 1 tablespoon butter. Cut lengthwise into 4 strips. Place a rounded teaspoon of the egg mixture at one end of each strip. Fold corner of strip over the filling, forming a triangular fold. Continue folding the length of the strip in triangular folds to form a small stuffed triangle. Repeat with remaining phyllo dough.    Preheat oven to 350 degrees F (175 degrees C). Lightly butter a large baking sheet.    Arrange stuffed phyllo triangles in a single layer on the prepared baking sheet. Bake in the preheated oven 30 minutes, or until lightly browned. Serve warm","Trong tô vừa, đánh trứng, rau mùi tây, tỏi và ớt đỏ nghiền với nhau. Trộn phô mai Gouda và Emmentaler vào. Lấy từng lớp bột phyllo đặt lên mặt phẳng, phết khoảng 1 muỗng canh bơ. Cắt dọc thành 4 dải. Đặt một muỗng cà phê đầy hỗn hợp trứng vào một đầu của mỗi dải. Gấp góc dải lên nhân, tạo thành hình tam giác. Tiếp tục gấp dọc theo chiều dài của dải theo hình tam giác để tạo thành một tam giác nhồi nhỏ. Lặp lại với phần bột phyllo còn lại. Làm nóng lò nướng đến 350 độ F (175 độ C). Phết bơ nhẹ lên một khay nướng lớn. Xếp các tam giác phyllo đã nhồi thành một lớp duy nhất trên khay nướng đã chuẩn bị. Nướng trong lò đã làm nóng trước 30 phút, hoặc cho đến khi hơi vàng. Dùng nóng."
